Ensembl Gene ID	Chromosome Name	Gene Start (bp)	Gene End (bp)	% GC content	Gene type
ENSG00000227775	1	1724512	1737251	50.91	transcribed_processed_pseudogene
ENSG00000238199	1	11278616	11279351	43.75	processed_pseudogene
ENSG00000237324	1	74341579	74378802	36.81	antisense
ENSG00000121310	1	52895910	52927212	47.09	protein_coding
ENSG00000163374	1	155659443	155689000	44.63	protein_coding
ENSG00000226773	1	92203148	92203991	35.90	processed_pseudogene
ENSG00000237415	1	110848077	110848941	44.39	processed_pseudogene
ENSG00000224278	1	188242139	188242678	39.63	processed_pseudogene
ENSG00000116667	1	184387058	184629020	40.26	protein_coding
ENSG00000117448	1	45550543	45570049	49.10	protein_coding
ENSG00000224064	1	26983628	26984024	46.85	processed_pseudogene
ENSG00000203724	1	197902647	197907367	40.35	protein_coding
ENSG00000237337	1	50174306	50175868	37.49	antisense
ENSG00000225294	1	26985897	26986340	42.12	processed_pseudogene
ENSG00000162630	1	193179045	193186654	32.61	protein_coding
ENSG00000163531	1	204828651	205022822	47.92	protein_coding
ENSG00000156869	1	99708703	99766631	38.03	protein_coding
ENSG00000172155	1	152796751	152798181	51.99	protein_coding
ENSG00000231648	1	209367662	209379690	42.42	lincRNA
ENSG00000236809	1	211417025	211417934	45.71	unprocessed_pseudogene
ENSG00000237469	1	227493029	227495142	58.80	unprocessed_pseudogene
ENSG00000232752	1	93924743	93925385	37.95	unprocessed_pseudogene
ENSG00000127129	1	41478775	41484673	56.98	protein_coding
ENSG00000273010	1	110963302	110964649	54.60	antisense
ENSG00000231437	1	111989770	111998842	49.90	lincRNA
ENSG00000196754	1	153561108	153567890	53.99	protein_coding
ENSG00000163382	1	156591762	156594299	56.38	protein_coding
ENSG00000160838	1	156920650	156933094	54.62	protein_coding
ENSG00000225713	1	174090136	174090474	40.12	processed_pseudogene
ENSG00000133069	1	205228176	205273343	51.21	protein_coding
ENSG00000225886	1	27669468	27703063	44.97	antisense
ENSG00000273844	1	196970495	196970671	33.33	unprocessed_pseudogene
ENSG00000065135	1	109548611	109618321	39.95	protein_coding
ENSG00000224671	1	203144694	203152579	52.83	antisense
ENSG00000162706	1	159171609	159203313	46.20	protein_coding
ENSG00000162897	1	206957965	206970625	48.99	protein_coding
ENSG00000234754	1	221330080	221336296	40.65	lincRNA
ENSG00000232184	1	243702857	243740821	35.88	sense_intronic
ENSG00000276911	1	196819745	196959210	35.89	protein_coding
ENSG00000234184	1	80535755	80646788	34.49	lincRNA
ENSG00000079277	1	46557408	46616843	48.24	protein_coding
ENSG00000270241	1	34276859	34277292	45.62	processed_pseudogene
ENSG00000238279	1	153533603	153535115	53.40	antisense
ENSG00000244414	1	196819757	196832189	33.72	protein_coding
ENSG00000233234	1	2811850	2812692	51.84	lincRNA
ENSG00000162600	1	58415384	58546802	39.98	protein_coding
ENSG00000132185	1	161706972	161714352	46.05	protein_coding
ENSG00000227066	1	20154338	20160568	49.09	lincRNA
ENSG00000226552	1	171083565	171085205	41.13	processed_pseudogene
ENSG00000270620	1	15917698	15917908	39.34	unprocessed_pseudogene
ENSG00000179743	1	15834474	15848147	50.48	antisense
ENSG00000198160	1	66924895	66988619	36.15	protein_coding
ENSG00000184144	1	205042937	205078499	54.13	protein_coding
ENSG00000227962	1	235336806	235337087	40.43	processed_pseudogene
ENSG00000120937	1	11857464	11858931	54.43	protein_coding
ENSG00000116815	1	116514535	116571039	41.62	protein_coding
ENSG00000205231	1	1173056	1179555	61.03	antisense
ENSG00000069424	1	5991466	6101193	56.05	protein_coding
ENSG00000282843	1	17193232	17201733	52.67	lincRNA
ENSG00000229280	1	4175528	4175899	56.99	processed_pseudogene
ENSG00000173846	1	44800225	44805990	59.69	protein_coding
ENSG00000234476	1	225447243	225465343	49.91	sense_intronic
ENSG00000278966	1	32973553	32974463	63.78	TEC
ENSG00000143149	1	165662216	165698863	40.34	protein_coding
ENSG00000232626	1	202438396	202439957	61.72	transcribed_processed_pseudogene
ENSG00000159166	1	201373244	201399915	54.66	protein_coding
ENSG00000162618	1	78889764	79006718	33.94	protein_coding
ENSG00000231029	1	167591392	167591846	48.57	processed_pseudogene
ENSG00000269713	1	149054027	149103561	43.51	protein_coding
ENSG00000137941	1	83865028	83999150	35.53	protein_coding
ENSG00000234481	1	36773140	36775768	48.73	antisense
ENSG00000277462	1	247036784	247078755	41.24	protein_coding
ENSG00000279774	1	244064330	244067909	43.58	TEC
ENSG00000236035	1	203656969	203657760	40.40	processed_pseudogene
ENSG00000162836	1	147629652	147670496	43.64	protein_coding
ENSG00000116584	1	155946851	156007070	50.95	protein_coding
ENSG00000277199	1	144627192	144642372	34.67	lincRNA
ENSG00000236108	1	205134646	205134950	39.67	processed_pseudogene
ENSG00000261595	1	112715672	112717796	52.19	antisense
ENSG00000226133	1	48050659	48091736	45.16	lincRNA
ENSG00000227728	1	246509038	246522592	58.06	unprocessed_pseudogene
ENSG00000242042	1	246516039	246524287	57.61	lincRNA
ENSG00000229112	1	246528562	246528841	41.07	unprocessed_pseudogene
ENSG00000215817	1	219608347	219613145	43.43	protein_coding
ENSG00000229242	1	215886582	215901464	36.98	antisense
ENSG00000232347	1	247210691	247241823	39.93	lincRNA
ENSG00000214144	1	247229940	247231880	44.67	processed_pseudogene
ENSG00000238139	1	67561073	67561446	54.01	processed_pseudogene
ENSG00000088280	1	23428563	23484568	49.67	protein_coding
ENSG00000143374	1	150487364	150507609	48.52	protein_coding
ENSG00000282057	1	85482281	85578250	39.43	lincRNA
ENSG00000236806	1	147223554	147224348	50.06	processed_pseudogene
ENSG00000271914	1	35929720	35930115	31.82	lincRNA
ENSG00000133059	1	205142505	205211566	43.55	protein_coding
ENSG00000217644	1	32979947	32980472	54.37	processed_pseudogene
ENSG00000230424	1	19210501	19240704	45.83	antisense
ENSG00000116260	1	180154834	180204030	51.87	protein_coding
ENSG00000053372	1	19251539	19260128	53.49	protein_coding
ENSG00000224904	1	11877770	11880406	61.66	processed_pseudogene
ENSG00000197591	1	247840928	247841896	51.08	protein_coding
ENSG00000134248	1	110401249	110407942	42.55	protein_coding
ENSG00000143322	1	179099327	179229684	41.31	protein_coding
ENSG00000237700	1	13305955	13308887	50.97	unitary_pseudogene
ENSG00000227887	1	208697369	208697698	50.00	processed_pseudogene
ENSG00000203812	1	149842188	149842736	61.75	protein_coding
ENSG00000157181	1	186375838	186421378	35.17	protein_coding
ENSG00000230628	1	234669523	234696153	40.11	lincRNA
ENSG00000225487	1	164921318	164921629	45.19	processed_pseudogene
ENSG00000117748	1	27891524	27914746	44.15	protein_coding
ENSG00000117133	1	84479259	84497790	37.23	protein_coding
ENSG00000204480	1	13369067	13371693	50.44	protein_coding
ENSG00000232036	1	184566511	184567835	47.40	processed_pseudogene
ENSG00000188739	1	235131183	235161457	44.48	protein_coding
ENSG00000215717	1	109089803	109096934	43.73	protein_coding
ENSG00000185090	1	37793802	37801137	54.73	protein_coding
ENSG00000233359	1	102199739	102389630	34.31	lincRNA
ENSG00000227857	1	46134531	46139081	42.58	antisense
ENSG00000236031	1	243545532	243548329	35.99	antisense
ENSG00000230864	1	102763322	102853842	35.91	lincRNA
ENSG00000236230	1	222089169	222387434	39.80	lincRNA
ENSG00000273382	1	109087971	109090858	49.69	antisense
ENSG00000226643	1	222452738	222454705	45.78	lincRNA
ENSG00000172456	1	59296638	59810647	40.30	protein_coding
ENSG00000183615	1	32247233	32248856	60.28	protein_coding
ENSG00000229785	1	172748560	172749502	49.52	processed_pseudogene
ENSG00000182866	1	32251239	32286165	49.59	protein_coding
ENSG00000226947	1	152644393	152644717	62.15	unprocessed_pseudogene
ENSG00000237343	1	144418113	144419192	58.43	lincRNA
ENSG00000179902	1	109105951	109113857	47.38	protein_coding
ENSG00000160781	1	156243321	156248117	60.95	protein_coding
ENSG00000226289	1	207658454	207659142	58.06	unprocessed_pseudogene
ENSG00000230470	1	184408337	184412360	39.79	sense_intronic
ENSG00000162735	1	160276812	160286348	46.35	protein_coding
ENSG00000143155	1	168178933	168202114	38.59	protein_coding
ENSG00000116957	1	235367360	235448968	44.40	protein_coding
ENSG00000229213	1	39795843	39795996	53.90	unprocessed_pseudogene
ENSG00000231768	1	234527891	234531779	45.87	lincRNA
ENSG00000226967	1	170369223	170370367	50.83	processed_pseudogene
ENSG00000130939	1	10032832	10181239	44.12	protein_coding
ENSG00000154222	1	52345723	52366193	51.22	protein_coding
ENSG00000066294	1	160541095	160579516	41.60	protein_coding
ENSG00000231246	1	112177234	112360528	43.15	lincRNA
ENSG00000237853	1	61248945	61253510	35.00	processed_transcript
ENSG00000263675	1	37500935	37500994	48.33	miRNA
ENSG00000201608	1	160392768	160392909	38.03	snRNA
ENSG00000169291	1	154469772	154502113	45.01	protein_coding
ENSG00000184678	1	149884459	149886652	47.99	protein_coding
ENSG00000159455	1	152686123	152687401	49.26	protein_coding
ENSG00000196550	1	206186179	206204414	42.13	protein_coding
ENSG00000251754	1	245043928	245044032	44.76	snRNA
ENSG00000198793	1	11106535	11262507	44.54	protein_coding
ENSG00000239794	1	91829774	91830066	50.85	misc_RNA
ENSG00000238316	1	26642286	26642389	38.46	snoRNA
ENSG00000196420	1	153537147	153541765	52.52	protein_coding
ENSG00000270339	1	146344006	146344790	45.35	protein_coding
ENSG00000275296	1	121058948	121059353	48.03	processed_pseudogene
ENSG00000234998	1	121087528	121116676	41.71	antisense
ENSG00000225603	1	147050817	147052481	50.45	processed_pseudogene
ENSG00000023902	1	150149183	150164720	51.63	protein_coding
ENSG00000116991	1	232397965	232561558	41.11	protein_coding
ENSG00000231429	1	121412719	121429274	37.06	lincRNA
ENSG00000126070	1	35930718	36072500	38.75	protein_coding
ENSG00000263956	1	148102046	148152322	45.41	protein_coding
ENSG00000252105	1	143791542	143791687	51.37	snRNA
ENSG00000143006	1	53459399	53467488	54.92	protein_coding
ENSG00000233355	1	239703381	239730465	36.89	antisense
ENSG00000184371	1	109910242	109930992	54.81	protein_coding
ENSG00000275129	1	121314947	121315055	42.20	processed_pseudogene
ENSG00000248642	1	159279041	159280001	44.85	unprocessed_pseudogene
ENSG00000179051	1	17406760	17439724	51.68	protein_coding
ENSG00000143816	1	227918656	227947898	57.24	protein_coding
ENSG00000122180	1	203083132	203086036	58.07	protein_coding
ENSG00000156875	1	100038097	100083377	39.50	protein_coding
ENSG00000224625	1	242057085	242060242	53.01	unprocessed_pseudogene
ENSG00000135862	1	183023460	183145592	40.08	protein_coding
ENSG00000272482	1	12618900	12619244	55.65	lincRNA
ENSG00000175279	1	10430443	10442809	46.89	protein_coding
ENSG00000215788	1	6461151	6466195	59.70	protein_coding
ENSG00000203697	1	223538007	223665734	46.64	protein_coding
ENSG00000233228	1	92066306	92067839	45.57	unitary_pseudogene
ENSG00000159516	1	153149582	153150869	44.33	protein_coding
ENSG00000215900	1	31094987	31095558	50.70	processed_pseudogene
ENSG00000237950	1	43944370	43946551	49.77	antisense
ENSG00000182901	1	240775515	241357230	39.15	protein_coding
ENSG00000186790	1	47416072	47418052	68.25	protein_coding
ENSG00000273136	1	120723923	120841481	40.73	protein_coding
ENSG00000236021	1	176207648	176229330	39.76	antisense
ENSG00000065600	1	212363931	212414901	44.57	protein_coding
ENSG00000204178	1	25430858	25500209	40.69	protein_coding
ENSG00000162572	1	1280436	1292029	65.93	protein_coding
ENSG00000258634	1	110058340	110062555	53.13	antisense
ENSG00000198842	1	167094045	167129165	44.81	protein_coding
ENSG00000250135	1	32170733	32176568	46.95	sense_intronic
ENSG00000116141	1	220528183	220664461	37.10	protein_coding
ENSG00000188643	1	153606886	153613145	57.24	protein_coding
ENSG00000225401	1	244394976	244395660	59.42	processed_pseudogene
ENSG00000236731	1	157629939	157630728	48.61	unprocessed_pseudogene
ENSG00000233455	1	210303684	210304540	47.26	processed_pseudogene
ENSG00000203897	1	108857217	108858524	40.29	antisense
ENSG00000233712	1	157636300	157640301	47.20	unprocessed_pseudogene
ENSG00000189409	1	1632095	1635263	70.43	protein_coding
ENSG00000163156	1	151156664	151170297	48.32	protein_coding
ENSG00000230659	1	165819353	165819787	42.07	processed_pseudogene
ENSG00000162595	1	68045962	68051631	44.02	protein_coding
ENSG00000274886	1	227980051	227980227	40.11	unprocessed_pseudogene
ENSG00000240731	1	1317581	1318689	47.97	sense_intronic
ENSG00000188931	1	161364731	161367874	42.27	protein_coding
ENSG00000224286	1	170271603	170284208	37.97	lincRNA
ENSG00000228084	1	99968383	99969864	43.18	antisense
ENSG00000137955	1	75786197	75795079	37.86	protein_coding
ENSG00000230019	1	238107736	238108567	44.95	processed_pseudogene
ENSG00000229960	1	244068820	244093026	46.74	lincRNA
ENSG00000237759	1	244107365	244109011	41.83	lincRNA
ENSG00000237842	1	157059232	157060762	44.15	processed_pseudogene
ENSG00000241794	1	153056113	153057537	44.00	protein_coding
ENSG00000026751	1	160739057	160754821	43.99	protein_coding
ENSG00000276255	1	228073909	228076550	55.98	lincRNA
ENSG00000229305	1	8189824	8192770	47.44	processed_pseudogene
ENSG00000261798	1	39788976	39790171	64.13	antisense
ENSG00000154380	1	225486835	225653142	38.55	protein_coding
ENSG00000228044	1	234646289	234683176	42.68	lincRNA
ENSG00000272362	1	234644666	234647571	38.16	lincRNA
ENSG00000234975	1	228687415	228687826	47.33	processed_pseudogene
ENSG00000142789	1	22001656	22012539	50.62	protein_coding
ENSG00000230026	1	235361153	235362540	56.41	processed_pseudogene
ENSG00000231090	1	55217861	55234177	41.47	lincRNA
ENSG00000143157	1	166839447	166856344	47.02	protein_coding
ENSG00000117016	1	40620679	40665657	51.39	protein_coding
ENSG00000121957	1	108875350	108934545	38.78	protein_coding
ENSG00000229052	1	92930696	92934098	36.91	transcribed_processed_pseudogene
ENSG00000225272	1	165676310	165676781	43.64	processed_pseudogene
ENSG00000233730	1	115099672	115102658	34.52	lincRNA
ENSG00000197454	1	248021948	248022886	44.62	protein_coding
ENSG00000160803	1	156035301	156053794	50.71	protein_coding
ENSG00000225920	1	219199914	219200567	43.73	processed_pseudogene
ENSG00000226015	1	147203276	147204932	41.46	processed_pseudogene
ENSG00000092847	1	35869808	35930528	44.84	protein_coding
ENSG00000213172	1	40364766	40365183	45.45	processed_pseudogene
ENSG00000271355	1	47483698	47484162	56.34	processed_pseudogene
ENSG00000226196	1	189132350	189133292	47.83	processed_pseudogene
ENSG00000117054	1	75724347	75787575	40.45	protein_coding
ENSG00000268074	1	143929994	143930382	40.87	processed_pseudogene
ENSG00000232480	1	218344196	218345678	43.76	antisense
ENSG00000234872	1	240654241	240654625	58.44	processed_pseudogene
ENSG00000123838	1	207104262	207144972	39.21	protein_coding
ENSG00000116726	1	12774841	12777906	53.23	protein_coding
ENSG00000228196	1	178746683	178747754	40.95	processed_pseudogene
ENSG00000162729	1	160091340	160098943	58.90	protein_coding
ENSG00000134207	1	114089291	114153919	48.58	protein_coding
ENSG00000229687	1	53841547	53841832	48.25	processed_pseudogene
ENSG00000231440	1	240588522	240590748	44.45	sense_intronic
ENSG00000213041	1	205202191	205202742	44.02	processed_pseudogene
ENSG00000162670	1	190097662	190478404	33.26	protein_coding
ENSG00000273416	1	235104180	235104609	58.14	lincRNA
ENSG00000162366	1	47183593	47191044	57.89	protein_coding
ENSG00000260063	1	26692132	26694131	50.95	antisense
ENSG00000227700	1	148246169	148246685	63.44	processed_pseudogene
ENSG00000180875	1	240489573	240612149	40.58	protein_coding
ENSG00000116747	1	193059422	193091777	35.99	protein_coding
ENSG00000116754	1	70205682	70253052	37.01	protein_coding
ENSG00000186844	1	152827473	152827894	64.45	protein_coding
ENSG00000137948	1	91949371	92014426	39.43	protein_coding
ENSG00000227751	1	17406760	17407382	50.40	antisense
ENSG00000143125	1	110451200	110457354	50.74	protein_coding
ENSG00000226693	1	218881600	218882650	50.14	processed_pseudogene
ENSG00000233084	1	248936581	248937043	50.32	processed_pseudogene
ENSG00000225561	1	218912757	218916184	35.76	lincRNA
ENSG00000198049	1	206109692	206117699	52.45	protein_coding
ENSG00000229201	1	90510910	90533472	36.42	lincRNA
ENSG00000277726	1	11012662	11030528	42.91	protein_coding
ENSG00000185031	1	64984608	64986087	46.82	processed_pseudogene
ENSG00000261065	1	204131062	204131966	58.12	antisense
ENSG00000226927	1	220359731	220360183	45.70	lincRNA
ENSG00000237058	1	2632568	2636620	59.71	antisense
ENSG00000283259	1	2773603	2776473	57.33	antisense
ENSG00000215912	1	2635976	2801717	59.48	protein_coding
ENSG00000274582	1	28580920	28581056	48.91	snoRNA
ENSG00000203784	1	153203443	153205120	45.83	protein_coding
ENSG00000207139	1	197685640	197685740	38.61	misc_RNA
ENSG00000264293	1	1405460	1405752	54.61	misc_RNA
ENSG00000239984	1	115606471	115606768	54.70	misc_RNA
ENSG00000143845	1	204131062	204152003	52.50	protein_coding
ENSG00000225591	1	173741674	173741928	47.45	processed_pseudogene
ENSG00000275836	1	63326925	63326984	71.67	miRNA
ENSG00000252407	1	185434244	185434305	30.65	snRNA
ENSG00000162825	1	145289900	145405778	44.12	protein_coding
ENSG00000187545	1	12892896	12898270	47.85	protein_coding
ENSG00000236030	1	187092842	187360323	35.20	lincRNA
ENSG00000278883	1	161065865	161066153	47.06	protein_coding
ENSG00000279804	1	13222695	13226133	49.58	protein_coding
ENSG00000202498	1	215630026	215630117	38.04	snoRNA
ENSG00000231564	1	179201705	179201926	43.69	processed_pseudogene
ENSG00000162851	1	246540560	246566324	41.95	protein_coding
ENSG00000233728	1	37799720	37800879	54.91	antisense
ENSG00000271580	1	205091163	205091946	42.22	processed_pseudogene
ENSG00000090686	1	21678298	21783606	41.84	protein_coding
ENSG00000273175	1	244864738	244865272	45.05	lincRNA
ENSG00000126067	1	35599544	35641844	41.10	protein_coding
ENSG00000224535	1	212466816	212467743	49.14	lincRNA
ENSG00000230547	1	171270954	171271590	41.76	processed_pseudogene
ENSG00000116183	1	176463171	176845605	39.35	protein_coding
ENSG00000227000	1	33838523	33840140	39.93	processed_pseudogene
ENSG00000231424	1	171247580	171251794	40.33	antisense
ENSG00000260855	1	246772301	246775772	38.91	antisense
ENSG00000232296	1	202028606	202028692	54.02	processed_pseudogene
ENSG00000173726	1	235109336	235128936	41.67	protein_coding
ENSG00000224985	1	161153760	161159349	46.94	antisense
ENSG00000227941	1	162541332	162541628	41.08	processed_pseudogene
ENSG00000169403	1	28147166	28193936	48.00	protein_coding
ENSG00000116668	1	185157080	185291765	37.64	protein_coding
ENSG00000282608	1	111499429	111503760	39.64	protein_coding
ENSG00000186197	1	236348257	236484914	44.65	protein_coding
ENSG00000228686	1	176017277	176018760	36.52	antisense
ENSG00000181227	1	75743423	75744776	50.59	processed_pseudogene
ENSG00000260238	1	156212982	156243332	50.18	protein_coding
ENSG00000235069	1	26647447	26647681	54.04	processed_pseudogene
ENSG00000143545	1	153981617	153986358	48.71	protein_coding
ENSG00000137936	1	93561786	93847150	45.08	protein_coding
ENSG00000188396	1	44805913	44806675	69.86	protein_coding
ENSG00000232096	1	182182730	182183096	44.96	processed_pseudogene
ENSG00000267272	1	87129765	87169198	45.03	lincRNA
ENSG00000228918	1	182129310	182314061	42.18	lincRNA
ENSG00000118655	1	113905141	113914086	45.65	protein_coding
ENSG00000233222	1	153750983	153752176	45.64	antisense
ENSG00000225755	1	163237214	163239197	39.42	processed_pseudogene
ENSG00000260386	1	31500085	31509648	53.58	transcribed_unitary_pseudogene
ENSG00000236317	1	212855175	212855366	56.25	processed_pseudogene
ENSG00000213579	1	75582099	75582555	53.61	processed_pseudogene
ENSG00000272033	1	167379108	167381000	36.08	sense_intronic
ENSG00000228470	1	214344172	214357615	41.76	sense_overlapping
ENSG00000235741	1	54516412	54517259	50.24	lincRNA
ENSG00000213036	1	214482813	214483387	38.61	processed_pseudogene
